,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
1688,Telesonic Networ...,3.8,(285 Reviews),Public,"Delhi/NCR,Delhi + 33 more",13 years old,5k-10k Employees (India)
1689,RPG Life Science...,4.2,(285 Reviews),Public,"Mumbai,Maharashtra + 25 more",29 years old,1k-5k Employees (India)
1690,Wonder Cement,4.2,(285 Reviews),Private,"Ajmer,Rajasthan + 42 more",12 years old,501-1k Employees (India)
1691,Hindusthan Natio...,3.6,(285 Reviews),Public,"Kolkata,West Bengal + 16 more",76 years old,501-1k Employees (India)
1692,Medicover Hospit...,3.9,(285 Reviews),"Hyderabad,Telangana + 18 more",11 years old,1k-5k Employees (India),
1693,National Bulk Ha...,4.2,(284 Reviews),Private,"Mumbai,Maharashtra + 59 more",19 years old,501-1k Employees (India)
1694,Bitwise Solution...,4.4,(284 Reviews),Private,"Schaumburg,Chicago",26 years old,501-1k Employees (India)
1695,Ranbaxy,4.5,(284 Reviews),Public,GURGAON + 52 more,61 years old,10k-50k Employees (India)
1696,Prism Johnson,3.9,(392 Reviews),Public,"Mumbai,Maharashtra + 66 more",30 years old,5k-10k Employees (India)
1697,TEXMO INDUSTRIES,3.8,(298 Reviews),Private,Coimbatore + 27 more,66 years old,501-1k Employees (India)
1698,Praj Industries,4.1,(283 Reviews),Public,"Pune,Maharashtra + 9 more",39 years old,1k-5k Employees (India)
1699,Zealous Services,3.2,(283 Reviews),Private,"Chennai,Tamil Nadu + 3 more",15 years old,501-1k Employees (India)
1700,Suma Soft,3.9,(283 Reviews),Private,Pune + 4 more,22 years old,501-1k Employees (India)
1701,Lakme,4.4,(283 Reviews),Public,"Mumbai,Maharashtra + 52 more",42 years old,201-500 Employees (India)
1702,Bpo Convergence,3.4,(283 Reviews),Private,"Bhubaneswar,Odisha + 16 more",8 years old,1k-5k Employees (India)
1703,Online Legal Ind...,4.9,(283 Reviews),Private,"Kolkata,West Bengal + 1 more",3 years old,501-1k Employees (India)
1704,Attra Infotech,4.0,(282 Reviews),Private,"Box Hill,Victoria + 6 more",27 years old,1k-5k Employees (India)
1705,Naukri,3.3,(282 Reviews),Private,Noida + 47 more,26 years old,1k-5k Employees (India)
1706,Marlabs,3.8,(281 Reviews),Private,"Piscataway,New Jersey + 10 more",26 years old,1k-5k Employees (India)
1707,ABP Group,3.3,(281 Reviews),Private,"Kolkata,West Bengal + 19 more",100 years old,1k-5k Employees (India)
1708,Lohia Group,3.9,(281 Reviews),Public,"Kanpur,Uttar Pradesh + 16 more",46 years old,1k-5k Employees (India)
1709,TOYOTA INDUSTRIE...,4.2,(281 Reviews),Private,"Kariya,Aichi + 2 more",27 years old,1k-5k Employees (India)
1710,Godrej Industrie...,4.1,(1.8k Reviews),Public,"Mumbai,Maharashtra + 39 more",59 years old,10k-50k Employees (India)
1711,Toyota,4.3,(1.4k Reviews),Private,"Toyota City,Aichi Prefecture + 65 more",85 years old,5k-10k Employees (India)
1712,Allegis Group,3.8,(732 Reviews),Private,"Hanover,Maryland + 10 more",39 years old,501-1k Employees (India)
1713,Nvidia,4.2,(280 Reviews),Private,"Santa Clara,California + 4 more",29 years old,1k-5k Employees (India)
1714,Vidal Health Tpa,4.2,(280 Reviews),Private,Bangalore + 38 more,12 years old,201-500 Employees (India)
1715,Gupta Power Infr...,3.3,(280 Reviews),Private,"Bhubaneswar,Odisha + 29 more",61 years old,501-1k Employees (India)
1716,NU Vista,4.3,(280 Reviews),Public,"Kolkata,West Bengal + 49 more",48 years old,1k-5k Employees (India)
1717,SPAR Hypermarket...,4.2,(280 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 19 more",15 years old,1k-5k Employees (India)
1718,INDIABULLS PHARM...,2.7,(280 Reviews),Private,"Mumbai,Maharashtra + 52 more",6 years old,1k-5k Employees (India)
1719,Aditya Birla Min...,4.3,(280 Reviews),Private,Bellandur + 9 more,41 years old,10k-50k Employees (India)
1720,Cargill Business...,4.3,(992 Reviews),"Wayzata,Minnesota + 5 more",7 years old,501-1k Employees (India),
1721,OpenText Technol...,4.0,(279 Reviews),Private,"Waterloo,Ontario + 4 more",31 years old,1k-5k Employees (India)
1722,Mahindra Satyam,3.5,(279 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 23 more",35 years old,1 Lakh+ Employees (India)
1723,Victora Group,4.0,(279 Reviews),Private,"Faridabad,Haryana + 17 more",31 years old,201-500 Employees (India)
1724,Icon Plc,4.2,(301 Reviews),Dublin + 6 more,32 years old,501-1k Employees (India),
1725,Alfanar,4.4,(278 Reviews),Private,"Riyadh,Riyadh + 26 more",46 years old,201-500 Employees (India)
1726,Central Bank of ...,4.1,(278 Reviews),Public,"Mumbai,Maharashtra + 69 more",111 years old,10k-50k Employees (India)
1727,Fedbank Financia...,4.4,(278 Reviews),Private,"Mumbai,Maharashtra + 73 more",12 years old,1k-5k Employees (India)
1728,Qcon,4.3,(278 Reviews),Private,Doha + 19 more,47 years old,5k-10k Employees (India)
1729,Dhani Healthcare,3.5,(278 Reviews),Gurgaon/Gurugram + 61 more,501-1k Employees (India),,
1730,Fidelity Interna...,4.3,(278 Reviews),Private,London + 7 more,53 years old,1k-5k Employees (India)
1731,Marelli,3.9,(277 Reviews),Private,"Corbetta,Corbetta + 10 more",103 years old,501-1k Employees (India)
1732,Munjal Showa,3.9,(277 Reviews),Public,"Gurgaon/Gurugram,Haryana + 12 more",37 years old,1k-5k Employees (India)
1733,Onshore Construc...,4.1,(277 Reviews),Private,"Mumbai,Maharashtra + 20 more",27 years old,501-1k Employees (India)
1734,Bridgestone Indi...,4.2,(277 Reviews),Private,Pune + 30 more,26 years old,501-1k Employees (India)
1735,Suprajit Enginee...,3.9,(277 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 23 more",37 years old,501-1k Employees (India)
1736,Pratham Educatio...,4.4,(277 Reviews),Private,"Delhi/NCR,Delhi + 64 more",27 years old,1k-5k Employees (India)
1737,Iron Mountain In...,4.1,(277 Reviews),Private,"Boston,Massachusetts + 26 more",71 years old,1k-5k Employees (India)
1738,Continental,4.2,(1.1k Reviews),Private,Hanover + 34 more,151 years old,5k-10k Employees (India)
1739,HCG Hospital,3.9,(276 Reviews),Public,"Ahmedabad,Gujarat + 26 more",33 years old,1 Lakh+ Employees (India)
1740,CAMS,3.9,(276 Reviews),Chennai + 33 more,34 years old,5k-10k Employees (India),
1741,Bajaj Capital In...,3.8,(276 Reviews),New Delhi + 82 more,18 years old,1k-5k Employees (India),
1742,Williams Lea Tag,3.8,(275 Reviews),Public,New York + 10 more,202 years old,501-1k Employees (India)
1743,Essar Projects I...,4.1,(275 Reviews),Public,Mumbai + 31 more,53 years old,5k-10k Employees (India)
1744,Kataria Automobi...,3.6,(274 Reviews),Private,"Ahmedabad,Gujarat + 13 more",32 years old,201-500 Employees (India)
1745,Avery Dennison,4.2,(274 Reviews),Private,"Glendale,California + 26 more",27 years old,1k-5k Employees (India)
1746,Grand Hyatt,4.3,(274 Reviews),Private,"Chicago,Illinois + 19 more",65 years old,501-1k Employees (India)
1747,F1 Info Solution...,3.8,(274 Reviews),Private,"Mumbai,Maharashtra + 37 more",21 years old,201-500 Employees (India)
1748,AccorHotels,4.4,(670 Reviews),Private,Paris + 31 more,55 years old,1k-5k Employees (India)
1749,Flatworld Soluti...,3.7,(273 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",16 years old,1k-5k Employees (India)
1750,Havmor Ice Cream,4.2,(273 Reviews),Private,"Ahmedabad,Gujrat + 44 more",78 years old,501-1k Employees (India)
1751,Paramount Health...,3.9,(273 Reviews),Private,"Mumbai,Maharashtra + 24 more",20 years old,501-1k Employees (India)
1752,Globant,4.4,(273 Reviews),Private,San Francisco + 4 more,19 years old,501-1k Employees (India)
1753,Prestige Group,4.1,(273 Reviews),Private,Bengaluru + 19 more,36 years old,1k-5k Employees (India)
1754,Deloitte Digital,3.8,(273 Reviews),Private,"New York,New York + 16 more",5 years old,1k-5k Employees (Global)
1755,Autoliv,4.0,(272 Reviews),Private,"Klarabergsviadukten 70,Stockholm + 11 more",69 years old,501-1k Employees (India)
1756,Diffusion Engine...,4.5,(272 Reviews),Private,"Nagpur,Maharashtra + 28 more",39 years old,201-500 Employees (India)
1757,Vimta Labs,3.7,(272 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 21 more",38 years old,1k-5k Employees (India)
1758,Cuemath,4.2,(272 Reviews),Private,"Bangalore,Karnataka + 17 more",11 years old,501-1k Employees (India)
1759,Ryan Internation...,3.8,(272 Reviews),Public,"Mumbai,Maharashtra + 37 more",30 years old,1 Lakh+ Employees (India)
1760,Adani Green Ener...,4.2,(272 Reviews),Private,"Ahmedabad,Gujrat + 34 more",7 years old,1k-5k Employees (India)
1761,TriGeo Technolog...,3.0,(272 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",26 years old,11-50 Employees (India)
1762,Exxon Mobil,3.6,(277 Reviews),Private,"Irving,Texas + 22 more",23 years old,1k-5k Employees (India)
1763,Universal Sompo ...,3.7,(271 Reviews),Private,"Mumbai,Maharashtra + 65 more",15 years old,1k-5k Employees (India)
1764,Teleysia Network...,3.6,(271 Reviews),Private,"Ahmedabad,Gujarat + 26 more",14 years old,201-500 Employees (India)
1765,Minda Furukawa E...,4.1,(271 Reviews),Private,"Rewari,Haryana + 11 more",15 years old,201-500 Employees (India)
1766,SIS Prosegur Hol...,3.9,(271 Reviews),Private,"Patna,Bihar + 53 more",27 years old,1k-5k Employees (India)
1767,Aquasub Engineer...,4.1,(271 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",39 years old,5k-10k Employees (India)
1768,Hyundai Engineer...,4.3,(271 Reviews),Abu Dhabi + 22 more,501-1k Employees (India),,
1769,DHL Global Forwa...,4.2,(1.2k Reviews),Private,Bonn + 16 more,207 years old,1k-5k Employees (India)
1770,Rockwell Automat...,4.0,(342 Reviews),Private,"Milwaukee,Wisconsin + 15 more",119 years old,501-1k Employees (India)
1771,SABIC,4.3,(270 Reviews),Private,Riyadh + 16 more,46 years old,1k-5k Employees (India)
1772,Kokilaben Dhirub...,3.9,(270 Reviews),Private,"Mumbai,Maharashtra + 10 more",13 years old,1k-5k Employees (India)
1773,Wonderla Holiday...,4.7,(270 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 12 more",22 years old,501-1k Employees (India)
1774,Uppcl,4.1,(270 Reviews),Public,"Lucknow,Uttar Pradesh + 62 more",23 years old,10k-50k Employees (India)
1775,Heidelberg Cemen...,4.0,(270 Reviews),Private,"Gurgaon/Gurugram,Haryana + 45 more",16 years old,1k-5k Employees (India)
1776,Sulzer,3.9,(270 Reviews),Private,"Winterthur,Winterthur + 13 more",188 years old,501-1k Employees (India)
1777,Digit Insurance,4.0,(270 Reviews),Private,"Bangalore,Karnataka + 41 more",6 years old,1k-5k Employees (India)
1778,Fractal Analytic...,4.2,(270 Reviews),Private,"New York City,New York + 7 more",12 years old,1k-5k Employees (India)
1779,Zee Entertainmen...,4.0,(269 Reviews),Public,Mumbai + 27 more,30 years old,1k-5k Employees (India)
1780,Capri Global Cap...,4.1,(269 Reviews),Public,"Mumbai,Maharashtra + 66 more",25 years old,1k-5k Employees (India)
1781,Polaris Consulti...,3.7,(269 Reviews),Private,"Chennai,Tamil Nadu + 15 more",29 years old,1k-5k Employees (India)
1782,M.J Global,4.5,(269 Reviews),Public,Noida + 6 more,42 years old,501-1k Employees (India)
1783,MAYORA,3.7,(269 Reviews),Private,"Hyderabad,Telangana + 51 more",14 years old,1k-5k Employees (India)
1784,DP World,4.1,(269 Reviews),Public,"Dubai,Jebel Ali + 30 more",17 years old,1k-5k Employees (India)
1785,Evelyn Learning ...,3.9,(268 Reviews),Private,"Delhi/NCR,New Delhi + 9 more",9 years old,501-1k Employees (India)
1786,Bharat Biotech I...,3.1,(268 Reviews),Private,Hyderabad + 21 more,26 years old,1k-5k Employees (India)
1787,iNurture Educati...,3.4,(268 Reviews),Private,"Bangalore,Karnataka + 32 more",17 years old,501-1k Employees (India)
1788,UCAL Fuel System...,4.0,(268 Reviews),Public,"Chennai,Tamil Nadu + 14 more",37 years old,501-1k Employees (India)
1789,UnitedLex,3.7,(268 Reviews),Private,"New York,New York + 2 more",16 years old,501-1k Employees (India)
1790,Dodla Dairy,4.3,(268 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 37 more",27 years old,1k-5k Employees (India)
1791,NortonLifeLock's...,4.2,(567 Reviews),Private,"Mountain View,California + 4 more",27 years old,1k-5k Employees (India)
1792,Value Point Syst...,3.7,(267 Reviews),Private,Bangalore + 33 more,31 years old,1k-5k Employees (India)
1793,Sudarshan Chemic...,3.6,(267 Reviews),Public,"Pune,Maharashtra + 16 more",71 years old,501-1k Employees (India)
1794,Comviva Technolo...,3.5,(267 Reviews),Private,"Gurgaon,Haryana + 12 more",23 years old,1k-5k Employees (India)
1795,Zoho,4.3,(267 Reviews),Private,Chennai + 10 more,26 years old,10k-50k Employees (India)
1796,Kuwait National ...,4.4,(267 Reviews),Public,Al Ahmadi + 15 more,62 years old,51-200 Employees (India)
1797,Varthana,4.6,(267 Reviews),Private,"Bangalore,Karnataka + 49 more",9 years old,501-1k Employees (India)
1798,Acadecraft,3.2,(267 Reviews),Private,"Noida,Uttar Pradesh + 9 more",11 years old,201-500 Employees (India)
1799,Comviva Technolo...,3.5,(267 Reviews),Private,"Gurgaon,Haryana + 12 more",23 years old,1k-5k Employees (India)
1800,Amazon Logistics,4.3,(267 Reviews),Hyderabad/Secunderabad + 60 more,1 Lakh+ Employees (India),,
1801,Vedang Cellular ...,4.1,(267 Reviews),Mumbai + 44 more,12 years old,501-1k Employees (India),
1802,Prince Pipes & F...,4.2,(266 Reviews),Public,"Mumbai,Maharashtra + 33 more",35 years old,1k-5k Employees (India)
1803,Talentpro,4.1,(266 Reviews),Private,"Chennai,Tamil Nadu + 62 more",22 years old,501-1k Employees (India)
1804,Emaar MGF,3.9,(265 Reviews),Public,"Delhi/NCR,New Delhi + 13 more",17 years old,501-1k Employees (India)
1805,IFB Industries,3.8,(265 Reviews),Bengaluru/Bangalore + 55 more,10k-50k Employees (India),,
1806,PK,3.8,(265 Reviews),Private,"Beaverton,Oregon + 4 more",18 years old,1k-5k Employees (India)
1807,Elecon Engineeri...,4.1,(265 Reviews),Public,Gujrat + 20 more,71 years old,1k-5k Employees (India)
1808,Federal mogul Go...,4.1,(265 Reviews),Public,"Gurgaon/Gurugram,Haryana + 20 more",68 years old,1k-5k Employees (India)
1809,Vaco Binary Sema...,3.8,(265 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",6 years old,501-1k Employees (India)
1810,Indofil Industri...,4.4,(265 Reviews),Private,"Mumbai,Maharashtra + 35 more",29 years old,501-1k Employees (India)
1811,S P Singla Const...,4.0,(265 Reviews),Private,"Panchkula,Haryana + 44 more",26 years old,1k-5k Employees (India)
1812,Allianz Services,4.3,(265 Reviews),Private,"Munich,Bavaria + 3 more",1k-5k Employees (India),
1813,Blue Yonder,4.3,(265 Reviews),Private,"Scottsdale,Arizona + 8 more",37 years old,1k-5k Employees (India)
1814,Miles Education ...,4.5,(265 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 13 more",11 years old,201-500 Employees (India)
1815,Reshamandi,4.5,(265 Reviews),Private,"Bangalore,Karnataka + 22 more",2 years old,201-500 Employees (India)
1816,Ricoh,4.3,(282 Reviews),Public,"Ota City,Tokyo + 41 more",86 years old,1-10 Employees (India)
1817,Portea Medical,3.8,(264 Reviews),Private,"Bangalore,Karnataka + 18 more",9 years old,501-1k Employees (India)
1818,Allied Blenders ...,4.1,(264 Reviews),Private,"Mumbai,Maharashtra + 50 more",36 years old,501-1k Employees (India)
1819,Amri Hospital,4.1,(264 Reviews),Private,"Kolkata,West Bengal + 8 more",26 years old,10k-50k Employees (India)
1820,Kharafi National,4.0,(264 Reviews),Private,Cairo + 16 more,46 years old,201-500 Employees (India)
1821,SAMSUNG C&T,4.2,(264 Reviews),"Suwon-Si,Gyeonggi-Do + 15 more",84 years old,501-1k Employees (India),
1822,Tracxn,3.0,(264 Reviews),Private,"Bangalore,Karnataka + 4 more",9 years old,501-1k Employees (India)
1823,Sasken,4.0,(263 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 8 more",33 years old,1k-5k Employees (India)
1824,HRH Next Service...,3.3,(263 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",15 years old,51-200 Employees (India)
1825,Powerweave,3.7,(263 Reviews),Private,"Mumbai,Maharashtra + 3 more",21 years old,501-1k Employees (India)
1826,Nissan,4.1,(267 Reviews),Private,"Yokohama-shi,Kanagawa + 59 more",89 years old,10k-50k Employees (India)
1827,Religare Securit...,3.7,(262 Reviews),Private,"Delhi/NCR,Delhi + 64 more",36 years old,1k-5k Employees (India)
1828,Sandoz,4.4,(262 Reviews),Private,Holzkirchen + 15 more,136 years old,1k-5k Employees (India)
1829,Advantmed,3.7,(262 Reviews),Private,"Santa Ana,California + 4 more",17 years old,501-1k Employees (India)
1830,CRYSTAL CROP PRO...,4.2,(262 Reviews),Public,"Delhi/NCR,New Delhi + 47 more",42 years old,501-1k Employees (India)
1831,Greenlam Industr...,4.0,(262 Reviews),Public,"Delhi/NCR,Delhi + 39 more",9 years old,1k-5k Employees (India)
1832,Prama Hikvision ...,3.4,(262 Reviews),Private,Hangzhou + 35 more,13 years old,201-500 Employees (India)
1833,Vasan Eye Care H...,4.0,(262 Reviews),Private,"Chennai,Tamil Nadu + 62 more",20 years old,5k-10k Employees (India)
1834,Christian Medica...,4.3,(262 Reviews),Private,"Vellore,Tamil Nadu + 19 more",122 years old,5k-10k Employees (India)
1835,Delta Electronic...,4.0,(262 Reviews),Private,"Gurgaon/Gurugram,Haryana + 31 more",30 years old,1k-5k Employees (India)
1836,Religare Securit...,3.7,(262 Reviews),Private,"Delhi/NCR,Delhi + 64 more",36 years old,1k-5k Employees (India)
1837,Kissht Finance,4.0,(262 Reviews),Private,"Mumbai,Maharashtra + 45 more",7 years old,51-200 Employees (India)
1838,Andritz,3.8,(262 Reviews),Private,"Graz,Steiermark + 10 more",26 years old,1k-5k Employees (India)
1839,Bussan Auto Fina...,4.3,(261 Reviews),Private,New Delhi + 42 more,88 years old,201-500 Employees (India)
1840,Grindwell Norton,4.0,(261 Reviews),Public,"Mumbai,Maharashtra + 25 more",81 years old,1k-5k Employees (India)
1841,Arvato,3.6,(261 Reviews),Private,Gütersloh + 9 more,26 years old,201-500 Employees (India)
1842,Reliance Life Sc...,3.6,(261 Reviews),Private,"Mumbai,Maharashtra + 25 more",21 years old,1k-5k Employees (India)
1843,McCain Foods,4.4,(261 Reviews),Private,Toronto + 43 more,26 years old,501-1k Employees (India)
1844,Artemis Health I...,4.4,(261 Reviews),Public,"Gurgaon/Gurugram,Haryana + 9 more",15 years old,1k-5k Employees (India)
1845,Rungta Mines,4.0,(261 Reviews),Public,"Singhbum,Jharkhand + 11 more",60 years old,1k-5k Employees (India)
1846,Ministry Of Heal...,4.4,(261 Reviews),Public,"Delhi/NCR,Delhi + 37 more",46 years old,1 Lakh+ Employees (India)
1847,Systra Consultin...,4.1,(261 Reviews),Private,"Faridabad,Haryana + 23 more",65 years old,1k-5k Employees (India)
1848,Spinny,4.2,(260 Reviews),Private,"Gurgaon,Haryana + 23 more",7 years old,1k-5k Employees (India)
1849,Mars Internation...,4.2,(260 Reviews),Private,McLean + 48 more,28 years old,1k-5k Employees (India)
1850,Lido Learning,2.1,(260 Reviews),"Mumbai,Maharashtra + 16 more",3 years old,201-500 Employees (India),
1851,JSW Group,3.9,(5.2k Reviews),Private,Mumbai + 45 more,40 years old,50k-1 Lakh Employees (India)
1852,Silverlink Techn...,4.4,(259 Reviews),Private,"Mumbai,Maharashtra + 13 more",19 years old,201-500 Employees (India)
1853,Flamingo Pharmac...,3.2,(259 Reviews),Public,Mumbai + 6 more,37 years old,501-1k Employees (India)
1854,Eversendai,3.7,(259 Reviews),Private,"Selangor Darul Ehsan,Selangor Darul Ehsan + 12 more",38 years old,201-500 Employees (India)
1855,ASG Eye Hospital,3.8,(259 Reviews),Private,Jodhpur + 43 more,17 years old,501-1k Employees (India)
1856,Guidehouse,4.2,(259 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 7 more",19 years old,501-1k Employees (India)
1857,IDBI Intech,3.9,(258 Reviews),Private,"Navi Mumbai,Maharashtra + 19 more",22 years old,1k-5k Employees (India)
1858,Tribhovandas Bhi...,4.1,(258 Reviews),Public,"Mumbai,Maharashtra + 31 more",158 years old,1k-5k Employees (India)
1859,Vara United,3.8,(258 Reviews),Private,Mumbai + 30 more,8 years old,1k-5k Employees (India)
